states,2H,5C,18N,75C,129O,147H,190H,221C,285H,310C,311H,369H,375H,395H,404C,406N,477H,711N,712H,722H,723H,526H,528C,507H,545C,568H,675H,782C,853H,855C,857H,861H,905H,953C
0,0.147829,-0.105134,-0.154842,-0.052587,-0.389052,0.011299,0.0431,-0.115844,0.162589,-0.090064,0.036225,0.079956,0.020416,0.077432,0.210702,-0.114712,0.059397,-0.000822,0.169919,0.076145,0.081206,0.058599,-0.095102,0.065966,-0.047625,0.055535,0.043316,0.196984,0.103183,-0.139979,-0.000527,0.016793,0.024664,-0.085696
0,0.168468,-0.135804,-0.183994,-0.061357,-0.33278,0.01191,0.055959,-0.132202,0.196158,-0.051968,0.046035,0.098381,0.01746,0.04877,0.244698,-0.156553,0.102994,0.047485,0.147409,0.045538,0.067044,0.071365,-0.09386,0.085863,-0.04429,0.049854,0.058851,0.18499,0.085263,-0.17174,0.01363,0.013231,0.036165,-0.065282
1,0.168888,-0.074887,-0.182036,-0.07411,-0.359289,0.016863,0.055461,-0.116012,0.135171,-0.072851,0.035429,0.087453,0.020118,0.063475,0.197873,-0.155658,0.079624,0.061088,0.187727,0.070783,0.070729,0.054178,-0.047695,0.078555,-0.04812,0.056507,0.048215,0.214914,0.099681,-0.099338,-0.005978,0.004073,0.034259,-0.084312
0,0.172945,-0.114306,-0.136108,-0.040445,-0.362123,0.009689,0.035964,-0.098638,0.154881,-0.067605,0.004185,0.075896,0.019007,0.070089,0.203015,-0.138021,0.084015,0.039181,0.141745,0.059801,0.071674,0.067156,-0.10445,0.06355,-0.043873,0.053969,0.068579,0.195926,0.082648,-0.084516,0.014518,0.01443,0.042271,-0.104614
1,0.154946,-0.090651,-0.14754,-0.098233,-0.342217,0.020264,0.061142,-0.154199,0.143308,-0.062363,0.011198,0.09555,0.010832,0.07829,0.161288,-0.054289,0.102031,0.004217,0.148535,0.063533,0.077844,0.074115,-0.109807,0.09075,-0.02774,0.045525,0.062921,0.276578,0.087046,-0.119691,-0.003915,0.012312,0.021485,-0.041826
1,0.159178,-0.095519,-0.187115,-0.067169,-0.324278,0.011961,0.070397,-0.166911,0.198495,-0.063581,0.042072,0.091312,0.021761,0.068231,0.217621,-0.07828,0.096841,-0.004599,0.160845,0.048581,0.07523,0.062387,-0.068958,0.075115,-0.062383,0.049504,0.051448,0.247775,0.082593,-0.126803,-0.006558,0.016843,0.006626,-0.109737
1,0.154529,-0.081586,-0.160126,-0.084963,-0.297501,0.018555,0.048801,-0.191033,0.172164,-0.064011,0.037429,0.081966,0.013473,0.069522,0.265596,-0.142794,0.086018,0.006664,0.158852,0.053163,0.076028,0.071917,-0.105558,0.065862,-0.012734,0.069931,0.059944,0.246848,0.091235,-0.105653,0.008955,0.009331,0.033542,-0.093303
1,0.162377,-0.163809,-0.205749,-0.039207,-0.34307,0.009943,0.072824,-0.156231,0.155992,-0.072254,0.056187,0.076944,0.022475,0.060779,0.201432,-0.164331,0.081226,0.020499,0.166448,0.07016,0.078536,0.06597,-0.092969,0.092073,-0.027061,0.057409,0.066461,0.188359,0.109826,-0.109443,0.019028,0.012721,0.044844,-0.112183
1,0.179949,-0.103294,-0.149166,-0.07396,-0.373675,0.009843,0.063208,-0.130519,0.153756,-0.081089,0.039365,0.086611,0.014861,0.050291,0.246367,-0.177188,0.065233,0.041765,0.180464,0.045638,0.08444,0.069578,-0.05821,0.083569,-0.058118,0.053342,0.05734,0.22266,0.087033,-0.156647,-0.008502,0.008508,0.020513,-0.093071
0,0.180142,-0.10219,-0.213555,-0.049773,-0.380566,0.008256,0.061368,-0.137817,0.155348,-0.077741,0.042457,0.091455,0.016492,0.058954,0.233867,-0.133229,0.086035,0.024433,0.13887,0.060626,0.075954,0.074276,-0.117686,0.058627,-0.045365,0.058279,0.064445,0.191766,0.102243,-0.127442,0.001732,0.019933,-0.000844,-0.093688
1,0.149658,-0.084117,-0.181732,-0.031909,-0.399185,0.010841,0.049458,-0.129772,0.167069,-0.070487,0.034319,0.094743,0.014089,0.068057,0.252114,-0.142358,0.079887,0.024518,0.179423,0.025823,0.070878,0.076929,-0.089966,0.083114,-0.050696,0.056048,0.07452,0.228236,0.098397,-0.192561,-0.015963,0.01326,0.044546,-0.05334
0,0.168917,-0.101161,-0.137661,-0.049724,-0.354268,0.015404,0.050939,-0.125948,0.163413,-0.073698,0.041899,0.079851,0.022114,0.050886,0.239654,-0.119953,0.087512,0.020125,0.152158,0.058881,0.078214,0.066421,-0.081451,0.079875,-0.022901,0.050328,0.056854,0.201475,0.098532,-0.143477,0.018164,0.016949,0.028191,-0.105554
0,0.176898,-0.084384,-0.194809,-0.04498,-0.339514,0.012622,0.054622,-0.156605,0.159736,-0.080999,0.042202,0.081506,0.019262,0.076347,0.25021,-0.156081,0.106133,0.056923,0.185569,0.071575,0.072376,0.054573,-0.088197,0.081859,-0.041319,0.063598,0.053037,0.19045,0.090626,-0.050269,0.010531,0.010251,0.045607,-0.100245
0,0.175972,-0.076499,-0.140789,-0.035919,-0.353944,0.018418,0.051902,-0.160039,0.158356,-0.064508,0.047164,0.070597,0.023027,0.051442,0.220145,-0.133789,0.092342,0.025236,0.160322,0.049609,0.088023,0.063885,-0.143726,0.075662,-0.026666,0.049013,0.052801,0.224479,0.092704,-0.145684,0.007004,0.014393,0.031878,-0.072134
0,0.155277,-0.111961,-0.136353,-0.068753,-0.339177,0.013949,0.070497,-0.12946,0.180218,-0.05686,0.030413,0.086771,0.016079,0.066936,0.202593,-0.078123,0.061827,0.026895,0.187774,0.070893,0.082916,0.081675,-0.125246,0.070678,-0.031657,0.061638,0.077441,0.230416,0.107898,-0.129465,0.008304,0.013207,0.054134,-0.081884
1,0.1653,-0.070059,-0.147834,-0.066062,-0.325327,0.013455,0.056242,-0.148148,0.164613,-0.092638,0.031843,0.084689,0.028629,0.058797,0.201977,-0.144747,0.087766,0.036774,0.157616,0.038844,0.066531,0.058698,-0.102097,0.072109,-0.057114,0.047428,0.052354,0.241891,0.101864,-0.091857,-0.001588,0.011039,0.034853,-0.126407
0,0.156952,-0.075934,-0.175962,-0.043399,-0.295934,0.007552,0.045958,-0.126726,0.168526,-0.055282,0.037738,0.085896,0.016468,0.036794,0.262643,-0.191418,0.075675,0.02162,0.154226,0.054865,0.059415,0.06051,-0.088484,0.075493,-0.02395,0.040659,0.057643,0.169205,0.087494,-0.045879,0.011888,0.010063,0.047101,-0.076887
0,0.183782,-0.104559,-0.170749,-0.08578,-0.291543,0.010294,0.075587,-0.154659,0.172007,-0.079086,0.035124,0.092332,0.009768,0.053098,0.25709,-0.127366,0.10465,0.031608,0.171178,0.046355,0.079926,0.061399,-0.10789,0.06351,-0.054039,0.054236,0.057597,0.236459,0.091732,-0.100088,0.014145,0.014721,0.034792,-0.103318
1,0.150634,-0.083775,-0.189259,-0.06378,-0.388906,0.009064,0.052709,-0.13063,0.174312,-0.087979,0.056542,0.098744,0.017173,0.08006,0.226381,-0.107858,0.086272,0.039615,0.132874,0.040967,0.074126,0.058512,-0.093473,0.060898,-0.042153,0.049801,0.065239,0.220647,0.106504,-0.069767,-0.011151,0.014179,0.046815,-0.111988
0,0.149497,-0.09152,-0.160056,-0.020599,-0.356823,0.018642,0.081383,-0.093181,0.185775,-0.100409,0.035146,0.098978,0.016168,0.066834,0.220372,-0.12095,0.079163,0.043761,0.162886,0.051561,0.075823,0.063994,-0.083866,0.061956,-0.074251,0.05496,0.06903,0.236266,0.089682,-0.098351,-0.000524,0.016646,0.03788,-0.096669
1,0.162835,-0.065632,-0.196761,-0.050307,-0.372459,0.007841,0.068371,-0.140064,0.170441,-0.081284,0.022462,0.079076,0.02301,0.081658,0.189426,-0.087629,0.070886,0.019969,0.161517,0.052308,0.078614,0.066643,-0.10308,0.091144,-0.027963,0.065353,0.038331,0.260188,0.091508,-0.123661,0.001917,0.007411,0.041962,-0.062459
0,0.151303,-0.082672,-0.173052,-0.06917,-0.365246,0.017494,0.077627,-0.146547,0.166338,-0.034924,0.044246,0.089935,0.013848,0.056793,0.181544,-0.140031,0.089098,-0.003617,0.141281,0.067687,0.081335,0.064739,-0.107842,0.072179,-0.028783,0.077678,0.055531,0.254068,0.096245,-0.118649,0.006157,0.024359,0.049051,-0.126816
1,0.164923,-0.077437,-0.122329,-0.067019,-0.334598,0.01407,0.051004,-0.11422,0.199564,-0.084755,0.028651,0.075661,0.020799,0.061574,0.241861,-0.145536,0.092117,0.03119,0.159123,0.034766,0.076533,0.072059,-0.084764,0.084878,-0.027981,0.039637,0.067668,0.198642,0.094022,-0.117797,-0.010081,0.013089,0.045152,-0.116932
1,0.187443,-0.128433,-0.156213,-0.046548,-0.320673,0.015745,0.053064,-0.130083,0.160775,-0.072254,0.040672,0.082559,0.027276,0.062158,0.219795,-0.131124,0.0866,0.034814,0.205219,0.065462,0.068308,0.061415,-0.108583,0.075989,-0.021373,0.061872,0.05701,0.222825,0.098556,-0.117984,0.007833,0.013739,0.034634,-0.068662
0,0.158614,-0.082968,-0.140549,-0.092326,-0.353004,0.015516,0.061696,-0.135838,0.149877,-0.066826,0.032824,0.082335,0.020135,0.062752,0.21396,-0.182389,0.083632,0.091886,0.151714,0.048584,0.069936,0.068387,-0.135142,0.080604,-0.028061,0.06656,0.055763,0.235665,0.108888,-0.13755,0.010596,0.017962,0.035657,-0.109533
0,0.194819,-0.125448,-0.174672,-0.067207,-0.329306,0.016429,0.067368,-0.181108,0.191629,-0.054545,0.050482,0.105239,0.015371,0.057675,0.242846,-0.127208,0.078417,0.055475,0.165583,0.06431,0.066301,0.066983,-0.083382,0.067711,-0.052068,0.083206,0.061428,0.223421,0.102531,-0.130577,0.010998,0.012951,0.050868,-0.079662
0,0.177862,-0.074591,-0.132561,-0.038568,-0.363661,0.017895,0.043813,-0.138334,0.166674,-0.080241,0.047734,0.096868,0.033501,0.054332,0.193805,-0.145456,0.103407,0.015287,0.152152,0.059961,0.067051,0.049937,-0.095303,0.085618,-0.046166,0.048539,0.053975,0.183052,0.088188,-0.124027,-0.005794,0.01113,0.029444,-0.09962
1,0.172128,-0.117762,-0.197333,-0.068921,-0.391788,0.013159,0.060275,-0.16147,0.160435,-0.062872,0.039872,0.084885,0.012483,0.07265,0.270498,-0.172085,0.084525,0.017268,0.170729,0.062903,0.078525,0.081983,-0.107166,0.068786,-0.021825,0.056436,0.067602,0.23112,0.092757,-0.122441,0.008432,0.009807,0.025357,-0.082177
0,0.165377,-0.075651,-0.154444,-0.033638,-0.349376,0.016394,0.048547,-0.140487,0.166713,-0.057934,0.049819,0.092527,0.025582,0.072456,0.198953,-0.143324,0.086019,-0.017299,0.190698,0.053504,0.078061,0.060052,-0.084075,0.080711,-0.062192,0.04806,0.064591,0.213477,0.100537,-0.106333,0.02559,0.010669,0.026937,-0.067634
1,0.173823,-0.103657,-0.156803,-0.02737,-0.322838,0.016593,0.053679,-0.149921,0.177885,-0.074739,0.029408,0.091033,0.015076,0.071183,0.204463,-0.147356,0.099142,0.011476,0.147777,0.041434,0.051549,0.069057,-0.107927,0.070125,-0.058325,0.040639,0.055816,0.257644,0.095515,-0.145643,0.018382,0.015443,0.029616,-0.068866
0,0.163373,-0.091852,-0.115117,-0.076759,-0.296523,0.014698,0.074078,-0.138467,0.1434,-0.055447,0.049684,0.08842,0.010423,0.068813,0.205694,-0.146955,0.085206,0.002289,0.127231,0.061357,0.07059,0.061564,-0.088666,0.069851,-0.02531,0.062148,0.0551,0.19454,0.108021,-0.128179,0.002698,0.013048,0.022406,-0.076117
1,0.190101,-0.117336,-0.203765,-0.050606,-0.389422,0.014399,0.054172,-0.160514,0.159982,-0.07723,0.0132,0.072109,0.016716,0.072251,0.23955,-0.205552,0.083837,0.024667,0.172695,0.057198,0.067057,0.064736,-0.09168,0.077409,-0.060724,0.056742,0.051075,0.23494,0.09303,-0.09837,0.000924,0.01329,0.040904,-0.08971
1,0.148885,-0.086732,-0.187796,-0.068897,-0.302157,0.015619,0.035583,-0.123049,0.157528,-0.068807,0.026403,0.067089,0.009528,0.069118,0.203578,-0.047787,0.071164,0.020153,0.18302,0.060831,0.093611,0.068802,-0.084512,0.067777,-0.012801,0.056089,0.061932,0.210809,0.094538,-0.1308,0.010316,0.011453,0.015302,-0.080985
0,0.161161,-0.079404,-0.179936,-0.041711,-0.314879,0.019753,0.056354,-0.158432,0.174086,-0.077741,0.023792,0.097901,0.025181,0.049089,0.224496,-0.169516,0.100081,0.03678,0.198069,0.057679,0.080574,0.077813,-0.09113,0.069826,-0.025126,0.054181,0.066113,0.257991,0.099911,-0.134919,0.00258,0.017652,0.040582,-0.083412
0,0.156085,-0.079308,-0.208955,-0.048098,-0.308818,0.008808,0.048187,-0.10434,0.180071,-0.078446,0.028183,0.088423,0.017719,0.054478,0.229582,-0.174097,0.078422,0.076319,0.148791,0.054989,0.070933,0.061409,-0.090736,0.062439,-0.029915,0.054018,0.042208,0.223201,0.089128,-0.078875,0.017365,0.021045,0.032427,-0.061566
0,0.193667,-0.091288,-0.215705,-0.056029,-0.325198,0.008802,0.04443,-0.116125,0.18144,-0.095041,0.047869,0.102155,0.028635,0.078413,0.20614,-0.112003,0.079668,0.027645,0.161491,0.064652,0.081656,0.078125,-0.093696,0.078388,-0.014673,0.056898,0.054642,0.2184,0.102535,-0.121015,-0.009913,0.006361,0.033973,-0.119444
1,0.173063,-0.119894,-0.111667,-0.054808,-0.370411,0.022,0.073282,-0.170253,0.162089,-0.072761,0.035562,0.092863,0.024941,0.04588,0.208614,-0.117337,0.082049,0.044394,0.124282,0.062353,0.091254,0.064454,-0.089009,0.092553,-0.039628,0.049616,0.077702,0.219117,0.082348,-0.089353,0.007525,0.010537,0.035539,-0.080727
1,0.192075,-0.106074,-0.140001,-0.067257,-0.352513,0.018708,0.065637,-0.108054,0.143416,-0.036062,0.03749,0.085127,0.012649,0.069049,0.185373,-0.061502,0.102571,0.048496,0.156921,0.04047,0.058954,0.074317,-0.092785,0.071285,-0.038083,0.059099,0.060119,0.22363,0.095754,-0.112127,0.021296,0.025312,0.004977,-0.099599
1,0.157017,-0.102334,-0.124404,-0.058853,-0.320573,0.010848,0.065045,-0.154098,0.181466,-0.084715,0.050942,0.088839,0.02168,0.071439,0.219026,-0.144614,0.118847,-0.017807,0.171551,0.074104,0.085502,0.06739,-0.095165,0.06152,-0.060226,0.063172,0.066109,0.216536,0.098615,-0.151486,0.021756,0.022622,0.039651,-0.063554
1,0.148616,-0.127694,-0.14527,-0.03785,-0.345422,0.016523,0.053145,-0.133915,0.1357,-0.050095,0.040713,0.088776,0.028915,0.083959,0.250354,-0.183016,0.068749,0.04844,0.199101,0.066149,0.083078,0.074586,-0.080319,0.067107,-0.039016,0.045809,0.047582,0.261177,0.094081,-0.106751,-0.005224,0.014656,0.035813,-0.078712
1,0.166114,-0.141339,-0.184011,-0.071406,-0.345424,0.0169,0.079352,-0.157865,0.186902,-0.066917,0.050435,0.090263,0.019196,0.068408,0.245886,-0.140955,0.092518,0.019169,0.178176,0.053859,0.070337,0.070666,-0.108448,0.067895,-0.034044,0.060897,0.051104,0.248975,0.094015,-0.126507,-0.003859,0.003954,0.024919,-0.088102
0,0.176106,-0.087575,-0.174253,-0.063451,-0.299196,0.013766,0.042802,-0.086063,0.19752,-0.071427,0.041121,0.089665,0.024277,0.059433,0.226512,-0.147804,0.099073,0.04663,0.125727,0.052781,0.078046,0.059782,-0.104805,0.084188,-0.055976,0.066883,0.067593,0.235328,0.095922,-0.15755,0.01747,0.022718,0.049062,-0.105183
1,0.160985,-0.074757,-0.208281,-0.038946,-0.375993,0.014039,0.067068,-0.130144,0.159232,-0.068023,0.042265,0.078414,0.017613,0.067335,0.211817,-0.147468,0.090479,0.055035,0.159789,0.049318,0.065116,0.064972,-0.111868,0.077354,-0.023795,0.044984,0.071819,0.245347,0.090056,-0.108262,0.005094,0.010841,0.037692,-0.069825
1,0.165179,-0.138765,-0.218354,-0.048909,-0.375232,0.024857,0.062961,-0.105019,0.170096,-0.051842,0.05134,0.090614,0.018811,0.063886,0.191157,-0.099385,0.099456,0.036523,0.153439,0.052286,0.076652,0.072121,-0.096378,0.079691,-0.042217,0.062805,0.046026,0.244892,0.088975,-0.134633,0.023984,0.009412,0.023486,-0.097609
0,0.186382,-0.123253,-0.154467,-0.027393,-0.353585,0.014653,0.062476,-0.123722,0.182827,-0.08158,0.03884,0.097275,0.027741,0.068753,0.177252,-0.13736,0.094822,0.016373,0.170434,0.06947,0.080872,0.064895,-0.084534,0.081221,-0.038827,0.067964,0.052737,0.210649,0.087592,-0.1092,-0.001203,0.024789,0.049034,-0.095923
1,0.183922,-0.099362,-0.126407,-0.072208,-0.31413,0.008722,0.074997,-0.129398,0.158192,-0.079766,0.038085,0.089988,0.016112,0.050861,0.223012,-0.159197,0.102732,-0.007936,0.1744,0.047425,0.078001,0.055988,-0.13176,0.084668,-0.034152,0.044075,0.070015,0.229195,0.09127,-0.114761,-0.003819,0.011109,0.038524,-0.078452
1,0.168567,-0.118272,-0.179849,-0.074355,-0.32246,0.012901,0.051884,-0.104101,0.191258,-0.063794,0.032805,0.083696,0.005705,0.074465,0.208893,-0.17149,0.084233,0.056828,0.138876,0.073576,0.087788,0.053688,-0.093747,0.064532,-0.035997,0.055904,0.072414,0.239517,0.087211,-0.079578,0.007084,0.012511,0.029987,-0.073001
0,0.172038,-0.131967,-0.203189,-0.043215,-0.32581,0.019178,0.042831,-0.14496,0.140278,-0.082676,0.041116,0.086825,0.018645,0.057579,0.227051,-0.159553,0.120886,-0.008084,0.134644,0.053578,0.092904,0.059153,-0.108747,0.087894,-0.023632,0.056943,0.062771,0.203445,0.092078,-0.134354,0.001226,0.017655,0.049633,-0.082789
0,0.171292,-0.084446,-0.211138,-0.034398,-0.35005,0.011772,0.040179,-0.121531,0.152451,-0.065909,0.036567,0.092125,0.021149,0.070647,0.247416,-0.165513,0.090873,0.010048,0.164388,0.059028,0.078052,0.065728,-0.115289,0.073456,-0.050793,0.055755,0.064565,0.21103,0.089774,-0.100981,0.003809,0.02292,0.047115,-0.076554
0,0.157236,-0.05563,-0.203519,-0.073578,-0.38014,0.025689,0.047469,-0.133991,0.148908,-0.048361,0.050988,0.087712,0.0171,0.068683,0.234306,-0.146073,0.100893,0.04118,0.192175,0.033938,0.08043,0.060289,-0.086741,0.057143,-0.018736,0.039067,0.056693,0.191811,0.094617,-0.150975,0.000517,0.020721,0.042162,-0.092999
1,0.17026,-0.119112,-0.186434,-0.041475,-0.354601,0.018394,0.060378,-0.12688,0.141535,-0.102932,0.083669,0.093691,0.015973,0.088707,0.256638,-0.174988,0.09788,0.026969,0.118551,0.067692,0.066408,0.075277,-0.107635,0.087564,-0.050659,0.059449,0.063667,0.237876,0.095901,-0.136284,0.020223,0.012324,0.031306,-0.0738
1,0.171406,-0.1217,-0.130513,-0.070616,-0.365105,0.007613,0.072463,-0.120724,0.156844,-0.073344,0.040755,0.09493,0.011726,0.059252,0.189862,-0.148079,0.112329,0.025717,0.166825,0.05069,0.075578,0.068354,-0.115369,0.072741,-0.00452,0.04043,0.07228,0.225052,0.090826,-0.102389,0.002653,0.018442,0.043307,-0.10154
1,0.173371,-0.100845,-0.17695,-0.031081,-0.329271,0.018422,0.062622,-0.141885,0.148745,-0.068336,0.032469,0.076267,0.018936,0.06128,0.198909,-0.122952,0.091172,0.054622,0.160074,0.050106,0.071255,0.071609,-0.102753,0.079312,-0.009387,0.044862,0.065296,0.240845,0.089587,-0.114573,0.028185,0.019668,0.032603,-0.068643
0,0.159553,-0.062466,-0.148123,-0.047793,-0.385053,0.019604,0.066806,-0.146119,0.160717,-0.066338,0.049536,0.103585,0.021309,0.032634,0.200962,-0.156716,0.109578,0.005084,0.135846,0.066443,0.078324,0.056068,-0.078806,0.058401,-0.079407,0.060513,0.05781,0.192179,0.107386,-0.130526,0.013717,0.017516,0.046652,-0.064414
1,0.171828,-0.109082,-0.181588,-0.054305,-0.360886,0.027926,0.035514,-0.182008,0.148549,-0.049872,0.033789,0.081549,0.024986,0.072193,0.218247,-0.132678,0.074494,0.007286,0.151991,0.041532,0.091536,0.053633,-0.103233,0.076991,-0.049662,0.061845,0.078168,0.235751,0.093827,-0.046654,0.003798,0.005984,0.042814,-0.086071
0,0.157599,-0.092219,-0.175302,-0.056184,-0.327733,0.00657,0.073188,-0.163772,0.168719,-0.03635,0.041813,0.081591,0.016243,0.073126,0.181432,-0.167384,0.08834,0.006429,0.148773,0.063175,0.084773,0.065328,-0.063271,0.077419,-0.033444,0.068177,0.055092,0.254619,0.102807,-0.054859,0.007913,0.019804,0.02707,-0.092727
0,0.154751,-0.127522,-0.152901,-0.061122,-0.320439,0.016689,0.070176,-0.153328,0.158343,-0.059771,0.026923,0.078392,0.028459,0.063666,0.239809,-0.168598,0.085528,0.072491,0.167081,0.069644,0.076123,0.055957,-0.088381,0.079866,-0.060965,0.060117,0.049491,0.224364,0.10142,-0.106912,0.008539,0.012737,0.035808,-0.106909
0,0.192477,-0.099584,-0.145123,-0.066314,-0.33107,0.025099,0.047967,-0.186469,0.175246,-0.051848,0.041744,0.100887,0.020359,0.053922,0.244618,-0.109903,0.089631,0.045329,0.169987,0.045164,0.059289,0.071446,-0.102528,0.071586,-0.048163,0.059633,0.067973,0.218648,0.113547,-0.101578,0.026064,0.013215,0.029172,-0.065307
1,0.15562,-0.099936,-0.135401,-0.051355,-0.332676,0.012977,0.053511,-0.114386,0.135129,-0.048621,0.044427,0.098173,0.025382,0.049951,0.20389,-0.154989,0.0862,0.040392,0.15517,0.024892,0.081525,0.067089,-0.083652,0.077196,-0.02666,0.054322,0.073886,0.228601,0.081416,-0.121363,0.006018,0.008929,0.012813,-0.112005
1,0.171522,-0.111068,-0.151552,-0.071131,-0.359305,0.025013,0.037579,-0.134891,0.161221,-0.041336,0.040192,0.089997,0.016413,0.069672,0.196941,-0.10373,0.082299,0.014255,0.168905,0.057777,0.066947,0.07174,-0.069137,0.070269,-0.040879,0.070129,0.059595,0.249675,0.084232,-0.126,0.009287,0.011476,0.017449,-0.099747
0,0.165163,-0.074855,-0.212037,-0.071941,-0.334236,0.016108,0.044145,-0.122763,0.176301,-0.059145,0.040355,0.088299,0.02304,0.073313,0.262301,-0.171608,0.082584,0.008799,0.172238,0.045993,0.067209,0.064984,-0.127554,0.072334,-0.071909,0.065134,0.04394,0.21655,0.088556,-0.124431,0.005001,0.014011,0.030175,-0.102058
0,0.187797,-0.105375,-0.134556,-0.039633,-0.391657,0.021124,0.044211,-0.168894,0.17239,-0.085704,0.046363,0.098786,0.021333,0.063834,0.216151,-0.153718,0.107748,-0.006514,0.159587,0.057235,0.076637,0.077166,-0.081088,0.080713,-0.042561,0.063387,0.065507,0.233309,0.094127,-0.112261,-0.005672,0.019889,0.049261,-0.095821
0,0.192305,-0.094483,-0.153845,-0.06862,-0.377512,0.014794,0.053222,-0.195992,0.170056,-0.072437,0.028567,0.098896,0.02414,0.056115,0.193647,-0.111888,0.10415,0.051856,0.171203,0.057509,0.075103,0.066367,-0.078097,0.07121,-0.04968,0.073507,0.063396,0.188786,0.096226,-0.10686,0.022018,0.016461,0.042459,-0.086378
1,0.155584,-0.06122,-0.113244,-0.039523,-0.384462,0.008802,0.065027,-0.152633,0.203754,-0.074318,0.032755,0.085022,0.03196,0.039929,0.237662,-0.119419,0.086594,0.041933,0.162735,0.054227,0.070805,0.066979,-0.097407,0.070006,-0.048017,0.055097,0.069943,0.235484,0.087865,-0.074318,-3.2E-05,0.01198,0.032199,-0.072563
0,0.169794,-0.101452,-0.157822,-0.067537,-0.321977,0.013871,0.054838,-0.137557,0.166935,-0.053743,0.031901,0.090673,0.017409,0.060471,0.21874,-0.133589,0.073096,0.091474,0.129626,0.032913,0.060989,0.071573,-0.069658,0.065054,-0.026465,0.051471,0.058851,0.224332,0.09696,-0.084037,0.015371,0.025195,0.01697,-0.073926
0,0.173362,-0.110192,-0.184985,-0.042571,-0.331381,0.025427,0.060955,-0.136319,0.157541,-0.072862,0.025298,0.091366,0.01829,0.06205,0.244108,-0.14441,0.104113,0.011227,0.161043,0.045267,0.0664,0.076673,-0.082218,0.076494,-0.04266,0.056283,0.07366,0.246192,0.101136,-0.066081,0.006434,0.013086,0.055533,-0.100268
1,0.1696,-0.101698,-0.177665,-0.051234,-0.368981,0.005052,0.072561,-0.17284,0.151573,-0.077883,0.00327,0.104896,0.028776,0.054221,0.171584,-0.088544,0.09468,0.007001,0.193315,0.072698,0.075364,0.065608,-0.06628,0.051553,-0.027976,0.047657,0.045723,0.219038,0.106527,-0.102611,0.011946,0.015204,0.039457,-0.088741
1,0.165721,-0.105638,-0.185398,-0.066344,-0.340682,0.013084,0.053407,-0.158972,0.148001,-0.074102,0.029656,0.090039,0.018305,0.064032,0.23216,-0.142151,0.068578,0.027345,0.164657,0.057418,0.085243,0.072422,-0.104095,0.07564,-0.052244,0.057598,0.050917,0.236981,0.093907,-0.060662,-0.004721,0.012245,0.052449,-0.080066
1,0.183329,-0.091941,-0.120669,-0.050552,-0.33707,0.019227,0.046773,-0.136532,0.164748,-0.094828,0.029827,0.088805,0.022651,0.067692,0.258526,-0.152085,0.088363,0.029101,0.183554,0.038163,0.067309,0.063465,-0.13295,0.076064,-0.022975,0.049194,0.073495,0.231424,0.094471,-0.090826,-0.007452,0.009576,0.025089,-0.090213
0,0.163183,-0.089408,-0.124576,-0.046122,-0.342634,0.010445,0.05341,-0.081732,0.1558,-0.063075,0.037378,0.096341,0.026106,0.0638,0.207252,-0.134219,0.097335,0.022696,0.14729,0.059746,0.087879,0.05922,-0.090215,0.082928,-0.023203,0.052935,0.046822,0.19205,0.087127,-0.130797,0.011281,0.007495,0.030466,-0.105155
1,0.177271,-0.090536,-0.179054,-0.059761,-0.31907,0.026295,0.051884,-0.151042,0.184988,-0.048612,0.03018,0.100763,0.018174,0.078882,0.210464,-0.138777,0.080973,0.022058,0.151982,0.065058,0.078104,0.052068,-0.103194,0.07886,-0.096174,0.053852,0.074365,0.237563,0.086547,-0.129376,-0.017047,0.013613,0.013908,-0.091912
1,0.155203,-0.093379,-0.172827,-0.0513,-0.346618,0.022892,0.048306,-0.151625,0.144349,-0.068361,0.039221,0.088358,0.02027,0.072814,0.2236,-0.137796,0.098474,0.042175,0.148625,0.046672,0.068653,0.072769,-0.090893,0.069194,-0.050402,0.063408,0.050947,0.187675,0.089026,-0.107192,0.003844,0.022524,0.03566,-0.086806
0,0.157154,-0.085762,-0.137132,-0.092066,-0.346959,0.02348,0.076453,-0.142325,0.174798,-0.069271,0.033192,0.090355,0.021171,0.069575,0.199755,-0.135362,0.074714,0.053133,0.144458,0.03138,0.070704,0.067635,-0.092111,0.077237,-0.01241,0.037074,0.058196,0.240228,0.103766,-0.081957,0.005775,0.016691,0.030395,-0.087425
1,0.151952,-0.106344,-0.150424,-0.069122,-0.336574,0.020356,0.064812,-0.171148,0.173445,-0.101328,0.013839,0.084852,0.027013,0.071003,0.241409,-0.16329,0.075117,0.000661,0.202053,0.063577,0.093095,0.077919,-0.106685,0.064557,-0.048651,0.065562,0.059798,0.239528,0.101863,-0.09973,0.003571,0.000758,0.03661,-0.08165
0,0.177284,-0.110401,-0.177008,-0.068081,-0.368132,0.022639,0.051004,-0.130045,0.172514,-0.069344,0.04477,0.10837,0.024184,0.055043,0.191742,-0.12571,0.093912,0.013808,0.140334,0.061218,0.065178,0.084735,-0.110302,0.070019,-0.042386,0.052383,0.067977,0.227295,0.105673,-0.076726,0.000237,0.007545,0.030132,-0.12664
